InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
503703,21731,RED TOADSTOOL LED NIGHT LIGHT,3,4/6/2010 13:42,1.65,17841.0,United Kingdom
509700,22534,MAGIC DRAWING SLATE SPACEBOY ,48,5/25/2010 12:13,0.42,13989.0,United Kingdom
514082,15044B,BLUE PAPER PARASOL ,100,6/30/2010 12:02,2.55,16684.0,United Kingdom
493696,84854,GIRLY PINK TOOL SET,24,1/5/2010 13:32,4.25,16779.0,United Kingdom
557217,21124,SET/10 BLUE POLKADOT PARTY CANDLES,48,6/17/2011 12:30,1.25,17426.0,United Kingdom
497240,22383,LUNCH BAG SUKI  DESIGN ,10,2/8/2010 11:06,1.65,16161.0,United Kingdom
559362,20981,12 PENCILS TALL TUBE WOODLAND,12,7/8/2011 8:43,0.85,12635.0,Germany
537126,22470,HEART OF WICKER LARGE,5,12/5/2010 12:13,2.95,18118.0,United Kingdom
540568,22413,METAL SIGN TAKE IT OR LEAVE IT ,1,1/10/2011 11:22,2.95,15039.0,United Kingdom
536863,20767,BLUE PAISLEY JOURNAL ,1,12/3/2010 11:19,2.55,17967.0,United Kingdom
541593,84946,ANTIQUE SILVER TEA GLASS ETCHED,12,1/19/2011 15:20,1.25,17611.0,United Kingdom
552460,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10,5/9/2011 14:44,2.08,13178.0,United Kingdom
565151,23157,SET OF 6 NATIVITY MAGNETS ,4,9/1/2011 14:29,2.08,16923.0,United Kingdom
500340,22327,ROUND SNACK BOXES SET OF 4 SKULLS,1,3/7/2010 14:25,2.95,13561.0,United Kingdom
535816,21811,CHRISTMAS HANGING HEART WITH BELL,10,11/28/2010 15:25,1.25,14986.0,United Kingdom
556953,84968A,SET OF 16 VINTAGE ROSE CUTLERY,3,6/16/2011 8:16,12.75,14911.0,EIRE
532657,22841,ROUND CAKE TIN VINTAGE GREEN,2,11/14/2010 11:10,7.95,14562.0,United Kingdom
543995,22303,COFFEE MUG APPLES DESIGN,36,2/15/2011 10:45,2.1,13408.0,United Kingdom
543124,85150,LADIES & GENTLEMEN METAL SIGN,2,2/3/2011 14:15,2.55,15311.0,United Kingdom
511954,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,8,6/11/2010 13:00,1.25,16170.0,United Kingdom
523344,22649,STRAWBERRY FAIRY CAKE TEAPOT,6,9/21/2010 15:51,4.95,13031.0,United Kingdom
514660,21621,VINTAGE UNION JACK BUNTING,1,7/5/2010 12:49,8.5,15678.0,United Kingdom
562031,90200D,PINK SWEETHEART BRACELET,3,8/1/2011 17:37,4.25,16984.0,United Kingdom
537626,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,12,12/7/2010 14:57,3.25,12347.0,Iceland
580173,22699,ROSES REGENCY TEACUP AND SAUCER ,6,12/2/2011 11:43,2.95,18282.0,United Kingdom
560118,21903,MAN FLU METAL SIGN,12,7/15/2011 10:21,2.1,16818.0,United Kingdom
513830,21671,RED SPOT CERAMIC DRAWER KNOB,12,6/29/2010 10:54,1.25,13089.0,United Kingdom
521866,85152,HAND OVER THE CHOCOLATE   SIGN ,48,9/9/2010 11:02,1.69,14918.0,United Kingdom
519917,22759,SET OF 3 NOTEBOOKS IN PARCEL,3,8/22/2010 14:31,1.65,15555.0,United Kingdom
536375,82483,WOOD 2 DRAWER CABINET WHITE FINISH,2,12/1/2010 9:32,4.95,17850.0,United Kingdom
564749,23013,GLASS APOTHECARY BOTTLE TONIC,4,8/30/2011 8:15,3.95,12708.0,Germany
565580,22865,HAND WARMER OWL DESIGN,480,9/5/2011 12:36,1.85,13851.0,United Kingdom
498964,85194L,HANGING SPRING FLOWER EGG LARGE,3,2/24/2010 11:28,0.85,15984.0,United Kingdom
573264,23583,LUNCH BAG PAISLEY PARK  ,5,10/28/2011 12:36,1.65,14415.0,United Kingdom
576255,21159,MOODY BOY  DOOR HANGER ,6,11/14/2011 14:09,0.39,15993.0,United Kingdom
556465,23264,SET OF 3 WOODEN SLEIGH DECORATIONS,1,6/12/2011 11:04,1.25,14984.0,United Kingdom
559106,23229,VINTAGE DONKEY TAIL GAME ,2,7/6/2011 11:10,3.75,15889.0,United Kingdom
538155,84849B,FAIRY SOAP SOAP HOLDER,2,12/9/2010 16:52,1.69,16907.0,United Kingdom
511063,21531,RED RETROSPOT SUGAR JAM BOWL,1,6/6/2010 12:45,2.55,15988.0,United Kingdom
545469,22722,SET OF 6 SPICE TINS PANTRY DESIGN,12,3/3/2011 10:09,3.95,17646.0,United Kingdom
526853,22952,60 CAKE CASES VINTAGE CHRISTMAS,24,10/13/2010 12:48,0.55,12540.0,Spain
574777,21014,SWISS CHALET TREE DECORATION ,24,11/7/2011 10:23,0.29,17761.0,United Kingdom
527436,22766,PHOTO FRAME CORNICE,8,10/18/2010 8:11,2.95,15786.0,United Kingdom
577469,22426,ENAMEL WASH BOWL CREAM,2,11/20/2011 11:25,3.75,15009.0,United Kingdom
527880,84997D,PINK 3 PIECE POLKADOT CUTLERY SET,6,10/19/2010 11:47,3.75,15039.0,United Kingdom
574936,22139,RETROSPOT TEA SET CERAMIC 11 PC ,2,11/7/2011 17:06,4.95,13066.0,United Kingdom
526723,90145,SILVER HOOP EARRINGS WITH FLOWER,1,10/12/2010 17:20,5.95,16266.0,United Kingdom
518512,22219,LOVEBIRD HANGING DECORATION WHITE ,6,8/9/2010 15:03,0.85,17790.0,United Kingdom
533959,22318,FIVE HEART HANGING DECORATION,6,11/19/2010 12:56,2.95,12921.0,United Kingdom
525448,21588,RETROSPOT GIANT TUBE MATCHES,2,10/5/2010 14:05,2.55,16938.0,United Kingdom
498240,21122,SET/10 PINK SPOTTY PARTY CANDLES,24,2/17/2010 14:35,1.25,12921.0,United Kingdom
500092,21498,RED SPOTS  WRAP ,25,3/4/2010 12:11,0.42,12978.0,United Kingdom
505741,20679,EDWARDIAN PARASOL RED,1,4/25/2010 15:56,5.95,16984.0,United Kingdom
579497,21162,TOXIC AREA  DOOR HANGER ,4,11/29/2011 15:39,0.39,14349.0,United Kingdom
490294,21811,CHRISTMAS HANGING HEART WITH BELL,8,12/4/2009 13:41,1.25,16710.0,United Kingdom
571638,22423,REGENCY CAKESTAND 3 TIER,3,10/18/2011 11:55,12.75,15327.0,United Kingdom
500368,22196,SMALL HEART MEASURING SPOONS,12,3/8/2010 8:33,0.85,14493.0,United Kingdom
531728,21484,CHICK GREY HOT WATER BOTTLE,1,11/9/2010 12:07,3.45,16223.0,United Kingdom
504206,21983,PACK OF 12 BLUE PAISLEY TISSUES ,48,4/12/2010 11:25,0.29,17469.0,United Kingdom
514516,22549,PICTURE DOMINOES,2,7/4/2010 14:27,1.45,17406.0,United Kingdom
568228,21544,SKULLS  WATER TRANSFER TATTOOS ,12,9/26/2011 11:02,0.85,15358.0,United Kingdom
573066,22916,HERB MARKER THYME,12,10/27/2011 13:53,0.65,16026.0,United Kingdom
576392,21927,BLUE/CREAM STRIPE CUSHION COVER ,12,11/15/2011 10:17,1.25,15105.0,United Kingdom
530543,22139,RETROSPOT TEA SET CERAMIC 11 PC ,2,11/3/2010 13:10,4.95,15005.0,United Kingdom
525928,22626,BLACK KITCHEN SCALES,1,10/7/2010 16:48,8.5,16072.0,United Kingdom
501301,85232B,SET/3 RUSSIAN DOLL STACKING TINS,12,3/15/2010 16:36,4.95,13786.0,United Kingdom
503436,20703,BLUE PADDED SOFT MOBILE,3,4/1/2010 9:50,4.25,12662.0,Germany
501791,22464,HANGING METAL HEART LANTERN,12,3/19/2010 13:19,1.65,17230.0,United Kingdom
556905,85071C,"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",1,6/15/2011 13:05,2.55,16904.0,United Kingdom
570864,20727,LUNCH BAG  BLACK SKULL.,10,10/12/2011 15:41,1.65,16945.0,United Kingdom
512457,22055,MINI CAKE STAND  HANGING STRAWBERY,64,6/16/2010 9:47,1.45,14045.0,United Kingdom
522086,22530,MAGIC DRAWING SLATE DOLLY GIRL ,24,9/12/2010 12:00,0.42,16042.0,United Kingdom
521575,22553,PLASTERS IN TIN SKULLS,24,9/7/2010 12:20,1.65,12859.0,United Kingdom
525012,22654,DELUXE SEWING KIT ,3,10/3/2010 11:01,5.95,16848.0,United Kingdom
578335,23301,GARDENERS KNEELING PAD KEEP CALM ,12,11/24/2011 9:06,1.65,17481.0,United Kingdom
502925,21458,2 PICTURE BOOK EGGS EASTER BUNNY,1,3/29/2010 14:19,1.25,17841.0,United Kingdom
490143,16161U,"WRAP,SUKI AND FRIENDS",25,12/4/2009 8:40,0.42,14286.0,United Kingdom
505185,84584,PINK GINGHAM CAT WITH SCARF,2,4/20/2010 14:33,2.55,14648.0,United Kingdom
548780,22457,NATURAL SLATE HEART CHALKBOARD ,6,4/4/2011 12:37,2.95,13294.0,United Kingdom
525314,84949,SILVER HANGING T-LIGHT HOLDER,12,10/5/2010 11:00,1.65,17726.0,United Kingdom
578945,23264,SET OF 3 WOODEN SLEIGH DECORATIONS,1,11/27/2011 13:47,1.25,16877.0,United Kingdom
559068,21213,PACK OF 72 SKULL CAKE CASES,2,7/6/2011 10:41,0.55,17841.0,United Kingdom
540993,21519,GIN & TONIC DIET GREETING CARD ,12,1/13/2011 9:23,0.42,13284.0,United Kingdom
574707,21523,DOORMAT FANCY FONT HOME SWEET HOME,10,11/6/2011 14:08,7.08,17107.0,United Kingdom
511469,22103,MIRROR MOSAIC T-LIGHT HOLDER ROUND,6,6/8/2010 13:11,1.65,16086.0,United Kingdom
546387,22965,3 TRADITIONAl BISCUIT CUTTERS  SET,12,3/11/2011 13:34,2.1,16766.0,United Kingdom
507064,22625,RED KITCHEN SCALES,2,5/6/2010 10:30,8.5,14911.0,EIRE
547671,16156S,WRAP PINK FAIRY CAKES ,25,3/24/2011 13:45,0.42,14560.0,United Kingdom
537871,22558,CLOTHES PEGS RETROSPOT PACK 24 ,1,12/8/2010 17:20,1.49,12748.0,United Kingdom
570214,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,2,10/9/2011 11:50,3.75,12748.0,United Kingdom
536746,21258,VICTORIAN SEWING BOX LARGE,1,12/2/2010 13:39,12.75,16510.0,United Kingdom
576069,23406,HOME SWEET HOME KEY HOLDER,2,11/13/2011 15:57,6.25,13603.0,United Kingdom
545222,22457,NATURAL SLATE HEART CHALKBOARD ,6,3/1/2011 8:49,2.95,13880.0,United Kingdom
537219,21890,S/6 WOODEN SKITTLES IN COTTON BAG,1,12/5/2010 15:47,2.95,14081.0,United Kingdom
522111,22072,RED RETROSPOT TEA CUP AND SAUCER ,4,9/12/2010 15:21,3.75,14243.0,United Kingdom
535263,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,12,11/25/2010 13:29,1.25,14710.0,United Kingdom
495349,20981,12 PENCILS TALL TUBE WOODLAND,12,1/24/2010 10:50,0.85,15641.0,United Kingdom
523376,22113,GREY HEART HOT WATER BOTTLE,6,9/21/2010 19:14,3.39,17850.0,United Kingdom
525065,47559B,TEA TIME OVEN GLOVE,2,10/3/2010 14:28,1.25,16799.0,United Kingdom
521553,21115,ROSE CARAVAN DOORSTOP,2,9/6/2010 16:16,6.75,12963.0,United Kingdom
492018,79323W, WHITE CHERRY LIGHTS,24,12/15/2009 12:08,5.45,16550.0,United Kingdom
572330,22431,WATERING CAN BLUE ELEPHANT,1,10/24/2011 10:17,1.95,16426.0,United Kingdom
571123,21889,WOODEN BOX OF DOMINOES,12,10/14/2011 9:35,1.25,14856.0,United Kingdom
566040,22423,REGENCY CAKESTAND 3 TIER,1,9/8/2011 13:38,12.75,12540.0,Spain
536993,22361,GLASS JAR DAISY FRESH COTTON WOOL,1,12/3/2010 15:19,2.95,14396.0,United Kingdom
547793,22305,COFFEE MUG PINK PAISLEY DESIGN,6,3/25/2011 12:10,2.55,14758.0,United Kingdom
532038,22672,FRENCH BATHROOM SIGN BLUE METAL,3,11/10/2010 13:47,1.65,17515.0,United Kingdom
549844,21902,"KEY FOB , FRONT  DOOR ",6,4/12/2011 14:17,0.65,12854.0,United Kingdom
523922,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,4,9/24/2010 16:24,3.75,13141.0,United Kingdom
563288,22322,BIRD DECORATION GREEN POLKADOT,12,8/15/2011 12:53,0.85,12656.0,France
547669,85161,ACRYLIC GEOMETRIC LAMP,1,3/24/2011 13:37,18.95,12748.0,United Kingdom
521119,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,1,9/2/2010 11:45,2.95,17068.0,United Kingdom
574237,23397,FOOT STOOL HOME SWEET HOME ,2,11/3/2011 12:37,9.95,15551.0,United Kingdom
542667,21977,PACK OF 60 PINK PAISLEY CAKE CASES,6,1/31/2011 12:16,0.55,17068.0,United Kingdom
492419,20913,SET/5 BLUE SPOTTY LID GLASS BOWLS,1,12/16/2009 17:34,2.95,14540.0,United Kingdom
570088,22619,SET OF 6 SOLDIER SKITTLES,2,10/7/2011 11:32,3.75,16764.0,United Kingdom
514318,21172,PARTY METAL SIGN ,4,7/1/2010 13:43,1.45,16743.0,United Kingdom
580632,23493,VINTAGE DOILY TRAVEL SEWING KIT,3,12/5/2011 12:16,1.95,16360.0,United Kingdom
581493,79191B,RETRO PLASTIC POLKA TRAY,12,12/9/2011 10:10,0.85,12423.0,Belgium
565934,22295,HEART FILIGREE DOVE LARGE,12,9/8/2011 10:45,1.65,18222.0,United Kingdom
520989,22169,FAMILY ALBUM WHITE PICTURE FRAME,4,9/1/2010 13:12,8.5,13089.0,United Kingdom
579278,22169,FAMILY ALBUM WHITE PICTURE FRAME,8,11/29/2011 10:18,7.65,14209.0,United Kingdom
529766,22570,FELTCRAFT CUSHION RABBIT,4,10/29/2010 15:04,3.75,14490.0,United Kingdom
507253,20727,LUNCH BAG  BLACK SKULL.,100,5/7/2010 11:35,1.45,13694.0,United Kingdom
502924,22189,CREAM HEART CARD HOLDER,4,3/29/2010 14:15,3.95,18168.0,United Kingdom
557745,23103,JINGLE BELL HEART DECORATION,3,6/22/2011 12:16,1.65,15750.0,United Kingdom
580615,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,12/5/2011 12:05,2.95,16873.0,United Kingdom
538875,22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,12,12/14/2010 15:18,1.25,13756.0,United Kingdom
559305,21034,REX CASH+CARRY JUMBO SHOPPER,2,7/7/2011 12:56,0.95,17892.0,United Kingdom
563572,20765,CHRYSANTHEMUM SKETCHBOOK ,1,8/17/2011 15:00,3.75,16734.0,United Kingdom
542895,22956,36 FOIL HEART CAKE CASES,1,2/1/2011 13:47,2.1,14549.0,United Kingdom
571408,20674,GREEN POLKADOT BOWL,1,10/17/2011 12:22,1.25,15012.0,United Kingdom
505516,21843,RED RETROSPOT CAKE STAND,4,4/22/2010 15:31,10.95,15768.0,United Kingdom
553182,23008,DOLLY GIRL BABY GIFT SET,1,5/15/2011 12:21,16.95,17107.0,United Kingdom
537126,21327,SKULLS WRITING SET ,1,12/5/2010 12:13,1.65,18118.0,United Kingdom
578307,21742,LARGE ROUND WICKER PLATTER ,3,11/23/2011 15:53,5.95,17290.0,United Kingdom
555937,20963,APPLE BATH SPONGE,10,6/8/2011 9:39,1.25,12683.0,France
499469,21175,GIN + TONIC DIET METAL SIGN,24,2/28/2010 11:54,2.1,13762.0,United Kingdom
511086,21624,VINTAGE UNION JACK DOORSTOP,1,6/6/2010 14:41,5.95,15373.0,United Kingdom
536185,22816,CARD MOTORBIKE SANTA,24,11/30/2010 12:29,0.42,17889.0,United Kingdom
534652,15056N,EDWARDIAN PARASOL NATURAL,1,11/23/2010 13:26,5.95,14170.0,United Kingdom
528179,20718,RED RETROSPOT SHOPPER BAG,10,10/21/2010 10:49,1.25,14227.0,United Kingdom
551270,90185B,AMETHYST DIAMANTE EXPANDABLE RING,6,4/27/2011 12:35,4.25,15891.0,United Kingdom
509012,85150,LADIES & GENTLEMEN METAL SIGN,1,5/19/2010 13:32,2.55,17623.0,United Kingdom
561020,85099B,JUMBO BAG RED RETROSPOT,8,7/22/2011 17:21,2.08,13563.0,United Kingdom
533915,20713,JUMBO BAG OWLS,3,11/19/2010 11:58,1.95,16393.0,United Kingdom
575695,23275,SET OF 3 HANGING OWLS OLLIE BEAK,12,11/10/2011 16:39,1.25,17502.0,United Kingdom
524942,POST,POSTAGE,2,10/1/2010 12:17,40.0,12639.0,Sweden
575904,21625,VINTAGE UNION JACK APRON,1,11/11/2011 15:28,6.95,18014.0,United Kingdom
519687,22355,CHARLOTTE BAG SUKI DESIGN,20,8/19/2010 13:04,0.85,14112.0,United Kingdom
570695,23223,CHRISTMAS TREE HANGING SILVER ,12,10/12/2011 8:56,0.83,17489.0,United Kingdom
492760,20685,RED SPOTTY COIR DOORMAT,2,12/18/2009 14:22,6.75,18071.0,United Kingdom
506003,22488,NATURAL SLATE RECTANGLE CHALKBOARD,48,4/27/2010 11:15,1.45,16652.0,United Kingdom
524099,22470,HEART OF WICKER LARGE,1,9/27/2010 12:24,2.95,13448.0,United Kingdom
513188,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,6/22/2010 14:00,2.95,12724.0,France
500334,84975,HEART SHAPED MIRROR,6,3/7/2010 13:37,1.69,12872.0,United Kingdom
513747,21868,POTTING SHED TEA MUG,12,6/28/2010 12:27,1.25,16571.0,United Kingdom
489796,22212,FOUR HOOK  WHITE LOVEBIRDS,6,12/2/2009 12:15,2.1,15680.0,United Kingdom
573481,22178,VICTORIAN GLASS HANGING T-LIGHT,6,10/31/2011 11:10,1.95,13994.0,United Kingdom
571213,23388,WOODLAND MINI BACKPACK,4,10/14/2011 12:55,4.15,13995.0,United Kingdom
509971,72800C,S/4 PINK DINNER CANDLE SILVER FLOCK,2,5/26/2010 13:23,2.55,13684.0,United Kingdom
566292,22945,CHRISTMAS METAL TAGS ASSORTED ,24,9/11/2011 15:35,0.85,13381.0,United Kingdom
553737,21035,SET/2 RED RETROSPOT TEA TOWELS ,6,5/19/2011 8:50,3.25,15116.0,United Kingdom
534327,22383,LUNCH BAG SUKI  DESIGN ,4,11/22/2010 11:39,1.65,16005.0,United Kingdom
495393,22294,HEART FILIGREE DOVE  SMALL,1,1/24/2010 15:42,1.25,15483.0,United Kingdom
566451,21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,4,9/12/2011 16:14,1.69,18069.0,United Kingdom
529590,22812,PACK 3 BOXES CHRISTMAS PANNETONE,20,10/28/2010 20:03,1.95,17974.0,United Kingdom
495388,84836,ZINC METAL HEART DECORATION,12,1/24/2010 15:14,1.25,15680.0,United Kingdom
498827,47599B,BLUE PARTY BAGS ,100,2/23/2010 11:36,1.69,13798.0,United Kingdom
548712,23158,SET OF 5 LUCKY CAT MAGNETS ,1,4/3/2011 14:42,2.08,17050.0,United Kingdom
536563,22976,CIRCUS PARADE CHILDRENS EGG CUP ,24,12/1/2010 15:08,1.25,17760.0,United Kingdom
507421,22084,PAPER CHAIN KIT EMPIRE,3,5/9/2010 15:07,2.95,12748.0,United Kingdom
514483,84879,ASSORTED COLOUR BIRD ORNAMENT,32,7/2/2010 14:39,1.45,17850.0,United Kingdom
519786,35958,FOLKART ZINC STAR CHRISTMAS DEC,12,8/20/2010 12:00,0.85,13117.0,United Kingdom
532365,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,11/11/2010 17:28,1.95,12748.0,United Kingdom
569907,22222,CAKE PLATE LOVEBIRD WHITE,6,10/6/2011 16:41,4.95,12569.0,Germany
500963,84632,DECORATIVE HANGING SHELVING UNIT,1,3/11/2010 12:17,59.95,15696.0,United Kingdom
490465,21703,BAG 125g SWIRLY MARBLES,10,12/6/2009 12:14,0.42,13448.0,United Kingdom
580062,22785,SQUARECUSHION COVER PINK UNION JACK,1,12/1/2011 13:28,6.75,15862.0,United Kingdom
560499,22920,HERB MARKER BASIL,12,7/19/2011 11:03,0.65,16713.0,United Kingdom
578854,21888,BINGO SET,8,11/27/2011 11:15,3.75,14859.0,United Kingdom
547708,85066,CREAM SWEETHEART MINI CHEST,160,3/24/2011 18:34,12.98,17450.0,United Kingdom
547075,22728,ALARM CLOCK BAKELIKE PINK,12,3/20/2011 14:35,3.75,15288.0,United Kingdom
554598,21172,PARTY METAL SIGN ,1,5/25/2011 11:12,1.45,13263.0,United Kingdom
535847,21669,BLUE STRIPE CERAMIC DRAWER KNOB,24,11/29/2010 10:37,1.25,17865.0,United Kingdom
553498,23110,PARISIENNE KEY CABINET ,2,5/17/2011 12:56,5.75,17504.0,United Kingdom
500453,85185D,FROG SOCK PUPPET,1,3/8/2010 12:17,2.95,17542.0,United Kingdom
536612,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,6,12/2/2010 9:44,1.65,17850.0,United Kingdom
538166,22193,RED DINER WALL CLOCK,2,12/9/2010 18:09,8.5,17965.0,United Kingdom
541677,82482,WOODEN PICTURE FRAME WHITE FINISH,12,1/20/2011 14:01,2.55,12747.0,United Kingdom
495710,22228,BUNNY WOODEN PAINTED WITH BIRD ,12,1/26/2010 13:35,0.85,13459.0,United Kingdom
514479,22294,HEART FILIGREE DOVE  SMALL,5,7/2/2010 13:36,1.25,13246.0,United Kingdom
538839,21890,S/6 WOODEN SKITTLES IN COTTON BAG,1,12/14/2010 13:10,2.95,14606.0,United Kingdom
580865,21588,RETROSPOT GIANT TUBE MATCHES,1,12/6/2011 11:58,2.55,17914.0,United Kingdom
521003,84879,ASSORTED COLOUR BIRD ORNAMENT,16,9/1/2010 13:58,1.69,13989.0,United Kingdom
527713,22728,ALARM CLOCK BAKELIKE PINK,8,10/18/2010 15:24,3.75,14735.0,United Kingdom
549241,84378,SET OF 3 HEART COOKIE CUTTERS,1,4/7/2011 11:40,1.25,15719.0,United Kingdom
523021,85099B,JUMBO BAG RED RETROSPOT,50,9/20/2010 11:40,1.95,18225.0,United Kingdom
532681,22198,LARGE POPCORN HOLDER ,2,11/14/2010 12:36,1.65,17561.0,United Kingdom
535476,22965,3 TRADITIONAl BISCUIT CUTTERS  SET,6,11/26/2010 14:16,2.1,12490.0,France
490083,21392,RED SPOTTY PUDDING BOWL,6,12/3/2009 15:35,2.1,14031.0,United Kingdom
575331,20711,JUMBO BAG TOYS ,10,11/9/2011 13:52,2.08,13209.0,United Kingdom
573381,22977,DOLLY GIRL CHILDRENS EGG CUP,3,10/30/2011 14:05,1.25,17590.0,United Kingdom
548491,35961,FOLKART ZINC HEART CHRISTMAS DEC,12,3/31/2011 13:14,0.85,14064.0,United Kingdom
554083,21904,HOUSE WRECKING METAL SIGN ,3,5/22/2011 11:51,2.1,18125.0,United Kingdom
557878,23233,WRAP POPPIES  DESIGN,25,6/23/2011 13:13,0.42,16940.0,United Kingdom
537195,84563A,PINK & WHITE BREAKFAST TRAY,2,12/5/2010 13:55,5.95,15311.0,United Kingdom
563565,21126,SET OF 6 GIRLS CELEBRATION CANDLES,3,8/17/2011 14:22,1.25,17338.0,United Kingdom
520037,82583,HOT BATHS METAL SIGN,2,8/23/2010 13:31,2.1,14527.0,United Kingdom
570479,M,Manual,1,10/10/2011 16:58,1.25,17589.0,United Kingdom
576563,23301,GARDENERS KNEELING PAD KEEP CALM ,2,11/15/2011 13:27,1.65,17564.0,United Kingdom
500576,21794,CLASSIC FRENCH STYLE BASKET NATURAL,2,3/8/2010 16:53,6.75,17438.0,United Kingdom
566307,23234,BISCUIT TIN VINTAGE CHRISTMAS,6,9/12/2011 9:37,2.89,14307.0,United Kingdom
493865,82580,BATHROOM METAL SIGN,25,1/7/2010 16:57,0.55,15808.0,United Kingdom
549787,85160B,BLACK BIRD GARDEN DESIGN MUG,6,4/12/2011 11:58,0.39,13268.0,United Kingdom
505004,22558,CLOTHES PEGS RETROSPOT PACK 24 ,12,4/19/2010 12:45,1.25,13093.0,United Kingdom
503157,22515,CHILDS GARDEN SPADE PINK,2,3/30/2010 12:40,2.1,15719.0,United Kingdom
567183,23413,VINTAGE COFFEE GRINDER BOX,3,9/18/2011 15:32,4.95,14769.0,United Kingdom
506572,22488,NATURAL SLATE RECTANGLE CHALKBOARD,4,4/30/2010 13:10,1.65,16374.0,United Kingdom
513337,22052,VINTAGE CARAVAN GIFT WRAP,25,6/24/2010 9:57,0.42,13662.0,United Kingdom
565542,22561,WOODEN SCHOOL COLOURING SET,12,9/5/2011 12:06,1.65,16820.0,United Kingdom
576189,23266,SET OF 3 WOODEN STOCKING DECORATION,2,11/14/2011 11:33,1.25,14684.0,United Kingdom
560105,23199,JUMBO BAG APPLES,1,7/14/2011 19:23,2.08,16794.0,United Kingdom
508003,21826,EIGHT PIECE DINOSAUR SET,1,5/12/2010 11:49,1.25,15012.0,United Kingdom
573358,48188,DOORMAT WELCOME PUPPIES,2,10/30/2011 12:46,8.25,17213.0,United Kingdom
574521,22083,PAPER CHAIN KIT RETROSPOT,6,11/4/2011 13:44,2.95,15358.0,United Kingdom
559704,22628,PICNIC BOXES SET OF 3 RETROSPOT ,4,7/12/2011 9:54,4.95,12669.0,France
513956,22470,HEART OF WICKER LARGE,8,6/29/2010 14:49,2.95,15808.0,United Kingdom
563928,21213,PACK OF 72 SKULL CAKE CASES,1,8/21/2011 15:17,0.55,17059.0,United Kingdom
506615,85099C,JUMBO  BAG BAROQUE BLACK WHITE,20,4/30/2010 15:57,1.95,15808.0,United Kingdom
514462,21431,GREEN GINGHAM FLOWER JEWELLERY BOX,3,7/2/2010 12:43,1.65,14963.0,United Kingdom
563369,22161,HEART DECORATION RUSTIC HANGING ,24,8/16/2011 9:25,0.19,13394.0,United Kingdom
541510,85144,JARDIN ETCHED GLASS CHEESE DISH,1,1/18/2011 16:39,7.25,14428.0,United Kingdom
573773,22112,CHOCOLATE HOT WATER BOTTLE,12,11/1/2011 10:21,4.95,13327.0,United Kingdom
578302,23340,VINTAGE CHRISTMAS CAKE FRILL,12,11/23/2011 15:23,1.65,16057.0,United Kingdom
552950,22219,LOVEBIRD HANGING DECORATION WHITE ,12,5/12/2011 12:01,0.85,16116.0,United Kingdom
540545,21985,PACK OF 12 HEARTS DESIGN TISSUES ,24,1/9/2011 15:35,0.29,13451.0,United Kingdom
553048,23280,FOLDING BUTTERFLY MIRROR HOT PINK ,12,5/13/2011 10:02,0.83,14291.0,United Kingdom
573921,22918,HERB MARKER PARSLEY,12,11/2/2011 8:44,0.65,16352.0,United Kingdom
558057,22297,HEART IVORY TRELLIS SMALL,24,6/24/2011 14:57,1.25,15665.0,United Kingdom
533029,22725,ALARM CLOCK BAKELIKE CHOCOLATE,6,11/15/2010 16:05,3.75,17706.0,United Kingdom
516337,48111,DOORMAT 3 SMILEY CATS,2,7/20/2010 8:47,7.49,14626.0,United Kingdom
526897,22189,CREAM HEART CARD HOLDER,4,10/13/2010 14:57,3.95,13663.0,United Kingdom
534816,21533,RETROSPOT LARGE MILK JUG,12,11/24/2010 12:49,4.25,16839.0,United Kingdom
494342,22220,CAKE STAND LOVEBIRD 2 TIER WHITE,12,1/13/2010 13:08,8.5,14826.0,United Kingdom
579196,21676,FLOWERS  STICKERS,1,11/28/2011 15:54,1.63,14096.0,United Kingdom
565431,21899,GARAGE KEY FOB,6,9/4/2011 13:15,0.65,14965.0,United Kingdom
500853,21223,SET/4 BADGES WOODLAND ANIMAL,1,3/10/2010 12:22,1.25,13566.0,United Kingdom
534569,22679,FRENCH BLUE METAL DOOR SIGN 4,10,11/23/2010 12:27,1.25,12805.0,Netherlands
501570,21258,VICTORIAN SEWING BOX LARGE,2,3/18/2010 8:06,12.75,16336.0,United Kingdom
571672,23355,HOT WATER BOTTLE KEEP CALM,8,10/18/2011 13:15,4.95,13880.0,United Kingdom
538374,22386,JUMBO BAG PINK POLKADOT,2,12/12/2010 11:17,1.95,14159.0,United Kingdom
